Comment,Designator,Footprint,JLCPCB Part #（optional）
1N4148WS Diode,"D38,D6,D15,D9,D26,D11,D35,D25,D32,D14,D23,D19,D39,D2,D28,D12,D24,D21,D10,D31,D22,D1,D3,D8,D18,D30,D16,D29,D7,D4,D36,D5,D27,D20,D13,D17,D33,D34,D37",D_SOD-323_HandSoldering,C2128
