Comment,Designator,Footprint,JLCPCB Part #（optional）
1N4148WS Diode,"D11,D6,D12,D8,D7,D5,D13,D14,D15,D9,D4,D1,D2,D3,D10,D16",D_SOD-323_HandSoldering,C2128
